名称,面积,租价,房型,位置
长阳熙悦山南区2室1厅,69.74㎡,4400,2  室  1  厅,"
                    熙悦山南区                "
顺义城东兴小区2室1厅,69㎡,3600,2  室  1  厅,"
                    东兴小区                "
东坝新上首开畅颐园精装一居室看房方便,58㎡,4800,1  室  1  厅,"
                    首开畅颐园                "
东大桥东大桥东里1室1厅,36.7㎡,6500,1  室  1  厅,"
                    东大桥东里                "
亚运村慧忠北里第一社区3室1厅,105㎡,10500,3  室  1  厅,"
                    慧忠北里第一社区                "
望京路3号院 中间楼层 南向一居,41.57㎡,6600,1  室  1  厅,"
                    望京路3号院                "
立水桥东辰小区1室1厅,65㎡,5000,1  室  1  厅,"
                    东辰小区                "
二里庄志新村小区2室1厅,60㎡,7500,2  室  1  厅,"
                    志新村小区                "
后沙峪金成雅苑3室1厅,90㎡,5000,3  室  1  厅,"
                    金成雅苑                "
东坝奥林匹克花园三期  龙头位置新出大复试全齐出租  可长签,193㎡,12800,4  室  2  厅,"
                    奥林匹克花园三期                "
天通苑天通苑中苑2室1厅,105㎡,6300,2  室  1  厅,"
                    天通苑中苑                "
双桥双桥嘉园3室1厅,89㎡,5200,3  室  1  厅,"
                    双桥嘉园                "
回龙观龙兴园北区2室1厅,87.5㎡,6300,2  室  1  厅,"
                    龙兴园北区                "
草桥草桥28号院1室1厅精装修,70㎡,5000,1  室  1  厅,"
                    草桥28号院                "
梨园新通国际花园1室1厅,63㎡,3800,1  室  1  厅,"
                    新通国际花园                "
大兴枣园地铁站，中建国际港，精装全齐2居室，随时入住,89㎡,5800,2  室  1  厅,"
                    中建国际港                "
朝青国美第一城2号院2室1厅，精装全齐，拎包入住！,95㎡,7900,2  室  1  厅,"
                    国美第一城2号院                "
望京直达 后沙峪花梨坎地铁站 蓝星花园开间 全齐 看房提前联,36㎡,3700,1  室  1  厅,"
                    蓝星花园                "
回龙观融泽嘉园西2号院2室1厅,88㎡,7800,2  室  1  厅,"
                    融泽嘉园西2号院                "
9号线七里庄地铁站 庄维花园一期2室1厅,101㎡,7800,2  室  1  厅,"
                    庄维花园一期                "
欢乐谷翠成馨园E区1室0厅,50㎡,4200,1  室  0  厅,"
                    翠成馨园E区                "
东直门北新仓小区3室1厅出租有电梯,91㎡,12500,3  室  1  厅,"
                    北新仓小区                "
牛街  白广路二条  2室1厅,52㎡,5300,2  室  1  厅,"
                    白广路二条                "
双榆树双榆树西里2室1厅,59㎡,7999,2  室  1  厅,"
                    双榆树西里                "
西红门地铁兴海家园月苑二居室,84㎡,4900,2  室  1  厅,"
                    兴海家园月苑                "
牛街枣林前街1室1厅,43.38㎡,5000,1  室  1  厅,"
                    枣林前街                "
高碑店兴隆家园2室1厅，紧邻地铁青年路大悦城，四惠东站,74.3㎡,6800,2  室  1  厅,"
                    兴隆家园                "
北七家名佳花园四区1室1厅,57㎡,4000,1  室  1  厅,"
                    名佳花园四区                "
定慧寺 航天桥 西钓鱼台 北肿定慧寺东里精装修两居室,68㎡,7100,2  室  1  厅,"
                    定慧寺东里                "
韩村河雅苑2室2厅,98.65㎡,1900,2  室  2  厅,"
                    雅苑                "
双合C区三居室地铁7号线家具家电齐全 采光好豪华装修,95㎡,6500,3  室  1  厅,"
                    双合家园C区                "
东城，龙潭湖，左安门左安浦园1室1厅，看房方便，拎包入住。,49.55㎡,5000,1  室  1  厅,"
                    左安浦园                "
窦店世界名园D区2室2厅.有电梯的毛坯房.可长租,99㎡,1500,2  室  1  厅,"
                    世界名园D区                "
5号线十号线亦庄线三线合一宋家庄地铁政馨园一区1室1厅,56㎡,4800,1  室  1  厅,"
                    政馨园一区                "
马家堡马家堡西里2室1厅,55.45㎡,5600,2  室  1  厅,"
                    马家堡西里                "
天通苑天通苑本二区2室1厅,60㎡,5200,1  室  1  厅,"
                    天通苑本二区                "
马连洼北路1号院 上地华联 硅谷亮城 嘉华大厦 上地城铁,45㎡,6500,1  室  1  厅,"
                    马连洼北路1号院                "
紫竹桥人济山庄4室2厅 中海紫金苑 广源大厦 紫竹院公园,194.6㎡,28000,4  室  2  厅,"
                    人济山庄                "
二里庄石油大院2室1厅,60㎡,8000,2  室  1  厅,"
                    石油大院                "
良乡 阳光邑上 花园洋房 2室1厅,70㎡,3200,2  室  1  厅,"
                    阳光邑上                "
东大桥  白家庄 核桃园北里2室1厅,67㎡,9300,2  室  1  厅,"
                    核桃园北里                "
北苑果园，世纪星城，南北全明大三居，广渠路沿线，直达国贸,128㎡,7800,3  室  2  厅,"
                    世纪星城                "
安贞桥 安华桥8号线 安华西里 精装二居,55㎡,7500,2  室  1  厅,"
                    安华西里二区                "
成寿寺晶城秀府2室1厅,68㎡,6900,2  室  1  厅,"
                    晶城秀府                "
回龙观龙腾苑二区2室1厅,92.19㎡,6800,2  室  1  厅,"
                    龙腾苑二区                "
龙泽地铁13号线 ，新龙城3室1厅，店长推荐，优质好房,113.19㎡,9000,3  室  1  厅,"
                    新龙城                "
安贞安华里四区2室1厅蒋宅口 外馆斜街 柳荫公园,65㎡,8000,2  室  1  厅,"
                    安华里四区                "
长阳建邦华庭东区  3室1厅  空房出租,109㎡,4500,3  室  1  厅,"
                    建邦华庭康泽路5号院                "
崇文门新景家园西区2室1厅,80㎡,8600,2  室  1  厅,"
                    新景家园西区                "
亚运村小营 世纪村东区一区 新出2室1厅 拎包住,73.72㎡,7300,2  室  1  厅,"
                    世纪村东区一区                "
德胜门马甸桥东裕中西里精装修两居室看房方便能长租,66.1㎡,8800,2  室  1  厅,"
                    裕中西里                "
望京 望京花园东区 三室 东北 南湖渠地铁站,102㎡,11000,3  室  1  厅,"
                    望京花园东区                "
长阳半岛  紫云家园怡和路6号院  南北双通透大三居 精装,139.55㎡,7500,3  室  1  厅,"
                    长阳半岛紫云家园怡和路6号院                "
九棵树(家乐福)高档小区 K2玉兰湾2室1厅,90.97㎡,6500,2  室  1  厅,"
                    K2玉兰湾                "
宣武门四合上院2室1厅,97㎡,16500,2  室  1  厅,"
                    四合上院                "
四季青颐慧佳园1室0厅,43.7㎡,5600,1  室  0  厅,"
                    颐慧佳园                "
北苑天居园1室0厅,59㎡,6500,1  室  0  厅,"
                    天居园                "
良乡明慧嘉园3室2厅,135㎡,3000,3  室  2  厅,"
                    明慧嘉园                "
南北通透  集中供暖 家电齐全 六号线黄渠,70㎡,5200,2  室  1  厅,"
                    荟康苑                "
长阳长阳半岛紫云家园怡和南路10号院3室2厅,109.5㎡,5900,3  室  2  厅,"
                    长阳半岛紫云家园怡和南路10号院                "
良乡鸿顺园东区2室1厅,90㎡,3600,2  室  1  厅,"
                    鸿顺园东区                "
宋家庄宋家庄家园一区1室1厅,52㎡,5200,1  室  1  厅,"
                    宋家庄家园一区                "
鲁谷六合园 精装一居室 全南向 家具家电齐全 随时看房,48㎡,4500,1  室  1  厅,"
                    六合园                "
军博莲花池东路9号院2室1厅,75㎡,9000,2  室  2  厅,"
                    莲花池东路9号院                "
双桥 双惠苑小区 边租边卖房,100㎡,5600,2  室  1  厅,"
                    双惠苑1号院                "
刘家窑方南家园一期3室1厅,95.62㎡,7600,3  室  1  厅,"
                    方南家园一期                "
东方瑞景精装两居室 紧邻双子座 秀水街 英皇集团 看房联系,134.08㎡,16000,2  室  2  厅,"
                    东方瑞景                "
三元桥燕莎 天元港 三源里街小区 精装两居室 拎包入住,52㎡,7000,2  室  1  厅,"
                    三源里街                "
金融街新文化街精装3室1厅鲁迅二0小西单,82.6㎡,17500,3  室  1  厅,"
                    新文化街                "
朝青大悦城 珠江罗马新上欧式装修三居室 不临街高端小区,174㎡,15500,3  室  2  厅,"
                    珠江罗马嘉园东区                "
建国门外东方瑞景4室2厅,200㎡,25000,4  室  2  厅,"
                    东方瑞景                "
金融街新文化街3室1厅,77.2㎡,14000,3  室  1  厅,"
                    新文化街                "
阜通站  凯德  望京路3号院 两居,59.78㎡,6800,2  室  1  厅,"
                    望京路3号院                "
北京南站木樨园桥西公交站旁西罗园二区宝汇苑精装好房出租,93㎡,8300,3  室  2  厅,"
                    宝汇苑                "
良乡苏庄三里2室1厅,80.16㎡,3300,2  室  1  厅,"
                    苏庄三里                "
望京慧谷时空2室2厅地暖精装大空间位置优越,110㎡,11000,2  室  2  厅,"
                    慧谷时空                "
高碑店富华家园2室1厅,83.55㎡,7000,2  室  1  厅,"
                    富华家园                "
公主坟翠微2号院2室1厅,60.4㎡,6200,2  室  1  厅,"
                    翠微2号院                "
酒仙桥东润枫景朝阳公园东风北桥地铁站东风家园东风必德,148.06㎡,12800,3  室  2  厅,"
                    东润枫景                "
望京来广营 东洲 诚盈中心 朝来科技园 融新科技中心,87㎡,7200,2  室  1  厅,"
                    东洲家园                "
星源国际158平米大三居，低楼层户型好看房随时,162㎡,16000,6  室  2  厅,"
                    星源国际                "
